"","uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","collectDate","eventID","sampleID","sampleCode","samplingMethod","totalSampledArea","targetTaxaPresent","adultCount","nymphCount","larvaCount","sampleCondition","samplingProtocolVersion","measuredBy","remarks","dataQF"
"24","72c05ae1-1a83-45a2-a905-729c481d9efb","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2014-09-24T13:13Z","BART.2014.38",NA,NA,"drag and flag",163,"N",0,0,0,NA,"NEON.DOC.014045vD","D01EME04","","legacyData"
"25","7d75a000-bdf9-44e6-bbea-a26bb308c181","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2014-09-24T14:32Z","BART.2014.38",NA,NA,"drag and flag",161,"N",0,0,0,NA,"NEON.DOC.014045vD","D01JRS08","","legacyData"
"26","5f9b8396-eeeb-47bc-8ee7-c3b704fac334","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2014-09-24T16:15Z","BART.2014.38",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vD","D01EME04","","legacyData"
"27","25f244bd-87b5-4523-9cd7-df6217a2c4b7","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2014-09-24T17:25Z","BART.2014.38",NA,NA,"drag and flag",162,"N",0,0,0,NA,"NEON.DOC.014045vD","D01JRS08","","legacyData"
"28","34c8339e-2afd-4b2e-b9cc-060b74c3b086","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2014-10-08T18:08Z","BART.2014.40",NA,NA,"drag and flag",157,"N",0,0,0,NA,"NEON.DOC.014045vD","D01ECM19","Subtracted 3m due to streams and standing water QC: NO ERROR JS","legacyData"
"29","df60b021-5844-453b-9574-0c1837ddca3f","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2014-10-09T12:04Z","BART.2014.40",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vD","D01ECM19","","legacyData"
"30","24bb3742-eaf3-4bef-b42c-86bf52e99b05","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2014-10-09T13:43Z","BART.2014.40",NA,NA,"drag and flag",165,"N",0,0,0,NA,"NEON.DOC.014045vD","D01ECM19","","legacyData"
"31","560b2b01-1c21-43a4-b254-d1a2b98b8aba","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2014-10-09T14:57Z","BART.2014.40",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vD","D01ECM19","","legacyData"
"32","73169a7f-8f84-4aaa-82d1-3133a6558f48","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2014-10-09T16:50Z","BART.2014.40",NA,NA,"drag and flag",162,"N",0,0,0,NA,"NEON.DOC.014045vD","D01ECM19","QC: NO ERROR JS","legacyData"
"33","ce10486f-a82e-4e68-b218-a12708994b25","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-05-20T13:30Z","BART.2015.20",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","pmaloney@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"34","85b84adb-aca5-492e-be8f-a9eac189b499","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-05-20T16:15Z","BART.2015.20",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","pmaloney@field-ops.org","Zero capture; no sample collected.","legacyData"
"35","8cb3f440-fa33-4531-a7ac-fcb7eda6a8be","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-05-20T18:15Z","BART.2015.20",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","ehardiman@field-ops.org","Zero capture; no sample collected.","legacyData"
"36","56199c3f-a127-48f2-a554-5e13476dea5a","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-05-20T19:20Z","BART.2015.20",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","ehardiman@field-ops.org","Zero capture; no sample collected.","legacyData"
"37","26b9202f-a4ce-4ce1-9b51-aa087e044227","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-05-20T20:30Z","BART.2015.20",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","pmaloney@field-ops.org","Zero capture; no sample collected.","legacyData"
"38","f6edfa10-b25d-4dca-bfb0-86adfb58ab54","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-05-21T11:50Z","BART.2015.20",NA,NA,"drag and flag",148,"N",0,0,NA,NA,"NEON.DOC.014045vF","pmaloney@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"39","51d89dff-ffe0-4e7a-ae08-dce3aea32c53","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-06-10T12:30Z","BART.2015.23",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"40","5a72ad7e-d80f-47fb-b274-ddef1b56c44b","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-06-10T14:03Z","BART.2015.23",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"41","7f99cc85-cee8-478d-b84d-d88864072aef","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-06-10T15:20Z","BART.2015.23",NA,NA,"drag and flag",158,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"42","bc4abe37-7d96-4fb8-b97f-e17d8c5160f9","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-06-10T16:55Z","BART.2015.23",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"43","5f6fdc05-0c52-4eed-98b1-1afb6b4845c6","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-06-10T18:10Z","BART.2015.23",NA,NA,"drag and flag",130,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"44","d94d9791-a61f-4891-960e-6f4fabbd7966","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-06-10T19:03Z","BART.2015.23",NA,NA,"drag and flag",153,"N",0,0,NA,NA,"NEON.DOC.014045vF","Nhall@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"45","7d9dbe71-020e-4e76-b044-7cf70b7308d3","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-06-29T15:11Z","BART.2015.26",NA,NA,"drag and flag",145,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"46","bebe3a78-acfd-4ba2-be67-37bbb9260a30","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-06-29T17:30Z","BART.2015.26",NA,NA,"drag and flag",156,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"47","2b5c3710-543d-4158-8721-c2c0f91b9d65","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-06-30T13:21Z","BART.2015.26",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"48","27397f54-d537-4198-9336-d8f41bcaa2e6","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-06-30T15:22Z","BART.2015.26",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"49","aef283e8-9474-4c9a-ad2a-6efd8bdeafe5","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-06-30T17:25Z","BART.2015.26",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"50","24bef403-7aa6-4811-ab76-4c704e929a1b","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-06-30T19:00Z","BART.2015.26",NA,NA,"drag and flag",159,"N",0,0,NA,NA,"NEON.DOC.014045vF","kauger@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"51","4d60edb5-066c-4597-aba9-814551b96e92","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-07-22T14:35Z","BART.2015.29",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"52","629ea65f-5b1b-4bf4-a549-6f2bae281abd","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-07-22T15:57Z","BART.2015.29",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"53","0d16f728-f87c-48b0-9060-ec50f68386ec","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-07-22T17:20Z","BART.2015.29",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"54","e32a2727-9406-42da-ab45-be158a4db8f4","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-07-23T13:12Z","BART.2015.29",NA,NA,"drag and flag",157,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"55","c5efc2bc-c521-4e5a-9be0-adb5200924bc","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-07-23T13:52Z","BART.2015.29",NA,NA,"drag and flag",148,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"56","eb17d440-275b-42ad-afee-a12923b3f8b8","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-07-23T14:37Z","BART.2015.29",NA,NA,"drag and flag",160,"N",0,0,NA,NA,"NEON.DOC.014045vF","auccello@field-ops.org","Zero capture; no sample collected. No data transcription errors found","legacyData"
"57","c420b566-7c86-4c1c-8a26-f5920e90854e","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-08-10T17:52Z","BART.2015.32","",NA,"drag and flag",164,"N",0,0,0,"","NEON.DOC.014045vF","nhall@field-ops.org","no transcription errors found LL 20150924","legacyData"
"58","ccbad8b4-d5e0-4aa2-beea-3c9b0550c11d","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-08-10T18:55Z","BART.2015.32","",NA,"drag and flag",162,"N",0,0,0,"","NEON.DOC.014045vF","sives@field-ops.org","","legacyData"
"59","6d18a1d9-8628-4f52-8137-9e8cd254993f","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-08-10T20:00Z","BART.2015.32","",NA,"drag and flag",160,"N",0,0,0,"","NEON.DOC.014045vF","nhall@field-ops.org","","legacyData"
"60","57294c8b-82f7-4a30-9260-66a501afb423","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-08-10T21:07Z","BART.2015.32","BART_011.20150810",NA,"drag and flag",165,"Y",0,1,0,"No known compromise","NEON.DOC.014045vF","sives@field-ops.org","","legacyData"
"61","e36965dc-7c02-493e-ac09-8ca176e30672","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-08-11T10:48Z","BART.2015.32","",NA,"drag and flag",165,"N",0,0,0,"","NEON.DOC.014045vF","nhall@field-ops.org","","legacyData"
"62","233cbe4b-8bb2-4f3e-97c3-3a51dcbe19ff","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-08-11T11:39Z","BART.2015.32","",NA,"drag and flag",140,"N",0,0,0,"","NEON.DOC.014045vF","sives@field-ops.org","no transcription errors found LL 20150924","legacyData"
"63","bb4c5dda-fc8a-4a6d-ac20-67196c090962","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2015-09-01T15:56Z","BART.2015.35",NA,NA,"drag and flag",170,"N",0,0,0,NA,"NEON.DOC.014045vF","thillman@neoninc.org","no transcription errors found LL 20150924","legacyData"
"64","b986edec-faf2-4847-9ff0-6ec41f81857c","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2015-09-01T16:53Z","BART.2015.35",NA,NA,"drag and flag",165,"N",0,0,0,NA,"NEON.DOC.014045vF","ssmith@field-ops.org","","legacyData"
"65","19898c7d-ab69-464c-9494-d42231f52c91","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2015-09-01T18:16Z","BART.2015.35",NA,NA,"drag and flag",165,"N",0,0,0,NA,"NEON.DOC.014045vF","thillman@neoninc.org","","legacyData"
"66","c4a67d5b-529d-4be9-9c7e-eedd888b7039","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2015-09-01T19:18Z","BART.2015.35",NA,NA,"drag and flag",170,"N",0,0,0,NA,"NEON.DOC.014045vF","ssmith@field-ops.org","","legacyData"
"67","a092e324-1be3-4daf-b927-ec2f1f6c6a7f","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2015-09-01T20:16Z","BART.2015.35",NA,NA,"drag and flag",140,"N",0,0,0,NA,"NEON.DOC.014045vF","thillman@neoninc.org","","legacyData"
"68","b0ef9358-f215-4633-aa4d-9a1bfdb87bcd","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2015-09-02T13:04Z","BART.2015.35",NA,NA,"drag and flag",175,"N",0,0,0,NA,"NEON.DOC.014045vF","ssmith@field-ops.org","no transcription errors found LL 20150924","legacyData"
"69","27402ef7-4ba2-480e-af07-d04a16f9426c","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2016-05-03T17:27Z","BART.2016.18",NA,NA,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","Ramundson@field-ops.org","",NA
"70","bb709069-c1aa-4644-97d8-f938c3a9c70a","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2016-05-03T18:30Z","BART.2016.18",NA,NA,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","Ramundson@field-ops.org","",NA
"71","b4a07e1c-c3bc-4b77-be4a-44113c3e59f5","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2016-05-03T19:41Z","BART.2016.18",NA,NA,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","Nfenton@field-ops.org","",NA
"72","657ad24c-fdaa-4cda-8848-e76b56a1267e","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2016-05-03T20:37Z","BART.2016.18",NA,NA,"drag and flag",158,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","Ramundson@field-ops.org","",NA
"73","570967bf-a42a-41bc-b255-5de60a7b7ba7","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2016-05-03T21:34Z","BART.2016.18",NA,NA,"drag and flag",153,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","Ramundson@field-ops.org","",NA
